datetime,Date,station,target_next_hour,Hour,day_of_week_num,month_num,hour_sin,hour_cos,is_weekend,is_public_holiday,is_major_city_event,is_working_day_proxy,is_day_before_public_holiday,is_day_after_public_holiday
2025-08-12 01:00:00,2025-08-12,Attiguppe,0.0,1,1,8,0.25881904510252074,0.9659258262890683,0,0,0,1,0,0
2025-08-12 02:00:00,2025-08-12,Attiguppe,0.0,2,1,8,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0
2025-08-12 03:00:00,2025-08-12,Attiguppe,4.0,3,1,8,0.7071067811865476,0.7071067811865476,0,0,0,1,0,0
2025-08-12 04:00:00,2025-08-12,Attiguppe,65.0,4,1,8,0.8660254037844386,0.5000000000000001,0,0,0,1,0,0
2025-08-12 05:00:00,2025-08-12,Attiguppe,205.0,5,1,8,0.9659258262890683,0.25881904510252074,0,0,0,1,0,0
2025-08-12 06:00:00,2025-08-12,Attiguppe,678.0,6,1,8,1.0,6.123233995736766e-17,0,0,0,1,0,0
2025-08-12 07:00:00,2025-08-12,Attiguppe,1749.0,7,1,8,0.9659258262890683,-0.25881904510252063,0,0,0,1,0,0
2025-08-12 08:00:00,2025-08-12,Attiguppe,2064.0,8,1,8,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,0
2025-08-12 09:00:00,2025-08-12,Attiguppe,1352.0,9,1,8,0.7071067811865476,-0.7071067811865475,0,0,0,1,0,0
2025-08-12 10:00:00,2025-08-12,Attiguppe,581.0,10,1,8,0.49999999999999994,-0.8660254037844387,0,0,0,1,0,0
2025-08-12 11:00:00,2025-08-12,Attiguppe,368.0,11,1,8,0.258819045102521,-0.9659258262890682,0,0,0,1,0,0
2025-08-12 12:00:00,2025-08-12,Attiguppe,362.0,12,1,8,1.2246467991473532e-16,-1.0,0,0,0,1,0,0
2025-08-12 13:00:00,2025-08-12,Attiguppe,320.0,13,1,8,-0.2588190451025208,-0.9659258262890683,0,0,0,1,0,0
2025-08-12 14:00:00,2025-08-12,Attiguppe,287.0,14,1,8,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0
2025-08-12 15:00:00,2025-08-12,Attiguppe,301.0,15,1,8,-0.7071067811865471,-0.7071067811865479,0,0,0,1,0,0
2025-08-12 16:00:00,2025-08-12,Attiguppe,297.0,16,1,8,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0
2025-08-12 17:00:00,2025-08-12,Attiguppe,317.0,17,1,8,-0.9659258262890683,-0.25881904510252063,0,0,0,1,0,0
2025-08-12 18:00:00,2025-08-12,Attiguppe,312.0,18,1,8,-1.0,-1.8369701987210297e-16,0,0,0,1,0,0
2025-08-12 19:00:00,2025-08-12,Attiguppe,228.0,19,1,8,-0.9659258262890684,0.2588190451025203,0,0,0,1,0,0
2025-08-12 20:00:00,2025-08-12,Attiguppe,143.0,20,1,8,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0
2025-08-12 21:00:00,2025-08-12,Attiguppe,75.0,21,1,8,-0.7071067811865477,0.7071067811865474,0,0,0,1,0,0
2025-08-12 22:00:00,2025-08-12,Attiguppe,20.0,22,1,8,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,0
2025-08-12 23:00:00,2025-08-12,Attiguppe,0.0,23,1,8,-0.25881904510252157,0.9659258262890681,0,0,0,1,0,0
2025-08-13 00:00:00,2025-08-13,Attiguppe,0.0,0,2,8,0.0,1.0,0,0,0,1,0,0
2025-08-13 01:00:00,2025-08-13,Attiguppe,0.0,1,2,8,0.25881904510252074,0.9659258262890683,0,0,0,1,0,0
2025-08-13 02:00:00,2025-08-13,Attiguppe,0.0,2,2,8,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0
2025-08-13 03:00:00,2025-08-13,Attiguppe,3.0,3,2,8,0.7071067811865476,0.7071067811865476,0,0,0,1,0,0
2025-08-13 04:00:00,2025-08-13,Attiguppe,70.0,4,2,8,0.8660254037844386,0.5000000000000001,0,0,0,1,0,0
2025-08-13 05:00:00,2025-08-13,Attiguppe,227.0,5,2,8,0.9659258262890683,0.25881904510252074,0,0,0,1,0,0
2025-08-13 06:00:00,2025-08-13,Attiguppe,650.0,6,2,8,1.0,6.123233995736766e-17,0,0,0,1,0,0
2025-08-13 07:00:00,2025-08-13,Attiguppe,1696.0,7,2,8,0.9659258262890683,-0.25881904510252063,0,0,0,1,0,0
